;Column2;Column1;idx;token;Label_Gold;Label_BG;Sicher_BG;Label_JL;Sicher_JL;Label_FA;Sicher_FA;Label_RR;Sicher_RR;Label_TH;Zusatzinfo;sentence;context;label;year;filename;Quelle_Gold;Quelle_BG;annodatenerz;Quelle_FA;Quelle_RR;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31
181;960;110;440213;erzählerin;b;b;80;n;;b;100;b;;n;;Barbara Honigmann ist eine große Erzählerin.;Erst in ihrer neuen Umgebung sieht sie ihre Kreativität gefordert. Anna nimmt teil an diesen unterschiedlichen Biografien, ist selbst, einer Nomadin gleich, noch auf der Suche nach einem emotionalen und intellektuellen Zuhause. Barbara Honigmann ist eine große Erzählerin. Das zeigt die künstlerisch gelungene Komposition und Anordnung der Briefe, die eine Lesespannung erzeugen, wie sie erfreulicherweise für den heutigen deutschsprachigen Roman wieder bezeichnend geworden ist. Alle Korrespondenzpartner haben ein eigenes Profil, eine individuelle Aura, vermitteln durch ihre unterschiedlichen Alltagssprachen ein nuanciertes Bild ihrer Aspirationen und Krisen.;;2000;3.0/2000/11/16/Album_der_Freunde_aus_de.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
183;964;111;440259;erzähler;d/c;c;80;n;;d;100;d;;n;;"Folglich gibt es in diesem Buch eigentlich keinen Erzähler, kein identifizierbares Ich samt Sinnen und Bewusstsein (""Dem Schmerz war es längst gleichgültig, wer ihn spürte"") und folglich wird streng genommen auch gar nicht erzählt, sondern immer bloß, Splitter um Splitter, etwas hergezeigt.";"An zwei, drei Textstellen gibt der ""Berichterstatter"" des Buches eigene biografische Details preis, die mit denen des Autors Harlan übereinstimmen, doch auch das ist schon Teil des Kalküls, mit dem dieser Berichterstatter sich selbst zu tilgen trachtet. Größte Textpartien sind als montierte Quellenzitate gehalten, die mehr oder minder unkommentiert im Romanraum stehen: kryptische Protokolle, Gutachten, amtliche Verlautbarungen und Abschriften von Tonaufnahmen dazu Meinungen und Stellungnahmen dritter Personen, die im Konjunktiv (""qualvolle Entdeckung"") referiert werden. Folglich gibt es in diesem Buch eigentlich keinen Erzähler, kein identifizierbares Ich samt Sinnen und Bewusstsein (""Dem Schmerz war es längst gleichgültig, wer ihn spürte"") und folglich wird streng genommen auch gar nicht erzählt, sondern immer bloß, Splitter um Splitter, etwas hergezeigt. Der Effekt des Verfahrens ist ein doppelter. Zum einen gerinnt Harlans Stoff zu absolut statischen Einzelschnitten durchs Material, wobei sich durch die Reibungen und Entladungen, zu denen es zwischen den separierten Schnitten kommt, dann allerdings doch eine klammheimliche Dynamik ergibt: Gerade weil die Fragmente aus ihren Zusammenhängen gerissen sind, fangen wir bei der Lektüre unwillkürlich an, Zuordnungen zu stiften.";;2000;3.0/2000/11/16/Todesursache_Kameradscha.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
184;1257;3877;442720;erzähler;c;n;;n;;n;;n;;n;augmented;Spannung entwickelt das Buch für den Leser in Freddys Alter wie für den erwachsenen Leser, der mit dem Erzähler im Rückblick selbst erlebte Welten durchstreift.;"Mit seiner unverstellten Erzählkunst hat Hermann Schulz einen Roman verfasst, der nicht glättet oder verklärt, obwohl er doch immer auch die lebens- und liebevolle Heraufbeschwörung einer vergangenen Welt unternimmt. Mit einer ruhigen Beharrlichkeit des Erzählens entfaltet der Roman seinen leuchtenden Reichtum an Motiven und Figuren, stellt Witz und Pfiff neben Ernst, Konflikt und Lebenssuche. Spannung entwickelt das Buch für den Leser in Freddys Alter wie für den erwachsenen Leser, der mit dem Erzähler im Rückblick selbst erlebte Welten durchstreift. ""Vor Sonnennebel haben alle Züchter Schiss"", sagt Freddy einmal. Denn mit dem Sonnennebel ist es so: ""Brieftaubenzüchter sprechen von Sonnennebel, wenn im Frühjahr oder im Sommer die Sonne aufgeht, während die Erde noch nebelbedeckt ist.";;2000;3.0/2000/10/19/Brandstifter_und_Erdbeer.xml;;;;;;;;;;;;;;
185;1252;3917;443096;erzähler;c;n;;n;;n;;n;;n;augmented;Noch immer also spricht der Erzähler nicht nur zum Leser, sondern fragt über ihn hinweg, auch über die jeweilige Geschichte hinaus, fragt nach dem Sinn der größeren Geschichte, deren Opfer (und nie mehr Akteure) seine Figuren sind.;"Das alles hat sich nun, nach dem Verblassen aller knallroten Hoffnungen und Visionen, gründlich potenziert. Noch immer ist der große, fordernde, fragende Gestus spürbar, bricht immer wieder durch das rein faktische Gefüge des Erzählten. Noch immer also spricht der Erzähler nicht nur zum Leser, sondern fragt über ihn hinweg, auch über die jeweilige Geschichte hinaus, fragt nach dem Sinn der größeren Geschichte, deren Opfer (und nie mehr Akteure) seine Figuren sind. Von wo und wie und wohin bewegt sich das alles? Und was wäre, wie der Buchtitel ansagt, ""das Wirklichgewollte""?";;2000;3.0/2000/10/26/Auf_der_Strecke.xml.xml;;;;;;;;;;;;;;
188;1296;3959;444719;erzählern;c;n;;n;;n;;n;;n;augmented;In einem Zeitraum von 1955 bis 1961, das Zentrum liegt 1958, nehmen sie fünf Alben auf, an Zahl eine dürftige Ausbeute, doch vollendete Musik, in der jeder seine Grenzen überschritt: von den Erzählern zu den Abstrakten, von den Existenzialisten zu den Gottsuchern.;Modaler Jazz, das meinte Improvisationen über Skalen, vor allem aber unbeschränkte Melodielinien, die Freiheit, sich in weiten Räumen zu bewegen. Miles Davis spielte in jener Zeit zu den Klangfarben des Gil-Evans-Orchesters, John Coltrane brach immer wieder zu anderen Neuerern - zu Monk, zu Cecil Taylor - aus, Adderley kam und ging, ebenso Bill Evans, eine instabilere Gruppe ist kaum denkbar. In einem Zeitraum von 1955 bis 1961, das Zentrum liegt 1958, nehmen sie fünf Alben auf, an Zahl eine dürftige Ausbeute, doch vollendete Musik, in der jeder seine Grenzen überschritt: von den Erzählern zu den Abstrakten, von den Existenzialisten zu den Gottsuchern. In jenen Tagen, das sollte noch erwähnt sein, tauschte Miles Davis seinen Mercedes gegen ein weißes Ferrari-Cabrio.;;2000;3.0/2000/04/20/Weisser_Ferrari.xml.xml;;;;;;;;;;;;;;
189;971;112;446640;erzähler;b;b;60;n;;a;60;b;;n;;Nein, wir müssen ihn wohl wie jeden Erzähler dort suchen, wo er, statt nur Redeweisen oder sich selbst als Gagzielscheibe, fremde Figuren auftreten lässt.;"Doch nicht etwa in dem leider längsten, sich über 100 Seiten hin ödenden Spaß über das Mediengerücht, er habe etwas gehabt oder noch mit einer gewissen Anke Engelke? Hier, wo er scheinbar auftaucht, ist er am unsichtbarsten, zum Talkshow-Blödmann reduziert, das Opfer der eigenen leer laufenden Witzmaschine. Nein, wir müssen ihn wohl wie jeden Erzähler dort suchen, wo er, statt nur Redeweisen oder sich selbst als Gagzielscheibe, fremde Figuren auftreten lässt. Was er selten versucht, aber zwei-, dreimal dann doch. Da ist etwa dieser so genannte ""junge Mann"", der seine Geliebte auf Zeit verloren hat (ein Allerweltsfall), aber von ihr als Abfindung (der Gag) 25 000 Mark ausbezahlt bekommt.";;2000;3.0/2000/09/21/Der_Stimmenimitator.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
190;777;113;448284;erzähler;b;b;90;n;;b;100;b;;n;;Nach Glauser und Dürrenmatt ist ein dreißigjähriger Schweizer Erzähler jedenfalls nur traditionsbewußt, der einen Erstlingsroman als „Krimi“ konzipiert.;Nun hat gerade in der Schweizer Prosa der Reißer seinen Rang. Friedrich Dürrenmatt hat außer der „Panne“ noch einige andere ausgezeichnete Kriminalgeschichten geschrieben, die neben Graham Greenes„Entertainments“ bestehen, und vor ihm hat Friedrich Glauser – jetzt bei Dürrenmatts Zürcher Verlag „Die Arche“ neu gedruckt – den „Wachtmeister Studer“ geschaffen und mit ihm viel mehr als bloß eine helvetische Variante des Kommissars Maigret, auch wenn Verwandtschaften vorhanden sind. Nach Glauser und Dürrenmatt ist ein dreißigjähriger Schweizer Erzähler jedenfalls nur traditionsbewußt, der einen Erstlingsroman als „Krimi“ konzipiert. Nur graut Brechbühl vor keiner Schablone des Genies. Da heißt es etwa: „,Tun Sie, was wir sagen, oder wir knallen Sie beide ab!‘ Mit einer tückischen Bewegung hatte Kutscher blitzschnell die Pistole gezückt.“ Und am Ende wird, wie schon gesagt, der Auftraggeber dieser beiden Berufskiller durch einen „Elektrorevolver“ getötet, über dessen Konstruktion wir schon früher informiert wurden.;;1971;3.0/1971/01/15/ein-lyriker-bastelt-eine.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
191;1298;4119;486421;erzählers;c;n;;n;;n;;n;;n;augmented;Und die Stimme des Erzählers schwebt über den Dingen wie dieser Geist.;"Im Klappentext wiederum wird die Bitte des Autors wiedergegeben, auf den Klappentext zu verzichten, abgesehen von einem Borges-Zitat: ""Er ließ seinen Geist schweifen, und er gab diesem Geist die Gestalt vieler Personen."" Ein solcher Geist ist es also, der die Figuren zusammenbringt. Und die Stimme des Erzählers schwebt über den Dingen wie dieser Geist. Das zeigt sich in der Überlegenheit, mit der Charakterporträts mit schnellen Strichen gezeichnet werden, oder wenn der Erzähler distanziert hinter erlebter Rede zurücktritt, um bei Gelegenheit eines Bonmots wieder hervorzukommen. Das ist, und man muss es mit der gebotenen Ehrerbietigkeit vor dem seit Kurzem 70-jährigen Schriftsteller Wondratschek sagen, eine charakteristische Perspektive älterer Herren.";;2013;3.0/2013/11/28/wolf-wondratschek-mittwo.xml;;;;;;;;;;;;;;
192;1082;115;586045;erzähler;d;d;60;n;;b ;100;c;;n;;Aufgrund der Kürze und dem abrupten Ende mancher Kapitel hat man das Gefühl, sein Erzähler bringt sie nur unter innerem Widerstand hervor.;"Das gilt vor allem für die osteuropäische Provinz, in der nach 1989 die wirtschaftlichen und sozialen Strukturen zusammengebrochen sind und nur noch wenige Menschen Arbeit hatten. Trotzdem fragt man sich, weshalb Odija diese Geschichten, die einen unwillkürlich in den Bann ziehen, erzählt? Aufgrund der Kürze und dem abrupten Ende mancher Kapitel hat man das Gefühl, sein Erzähler bringt sie nur unter innerem Widerstand hervor. Der ""Dichter"", wie ihn in der Langen Straße vor allem die anderen Säufer nennen, gibt eine Antwort auf diese Frage. Bei einem Ausflug an die Ostsee, wo er sich mit billigem Apfelwein betrinkt, formt er mit Blick auf das Meer ""einen Vers, und er wusste, dass er ihn mit den Worten beginnen musste: 'Die Schönheit dieses Ufers erfordert Opfer.'";;2013;3.0/2013/01/28/daniel-odija-auf-offener.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
193;1085;116;591306;erzähler;d;d;80;n;;d;100;d;;n;;Indem der Erzähler an jedem der Geschwister Anteil nimmt, ihm die Milgroms durch die Kreuzung der persönlichen Schicksale mit den geschichtlichen Ereignissen aber immer wieder abhanden kommen, ergibt sich wie nebenher eine tiefgehende Spannung.;"Nur Torik, der Vernunftmensch, lebt noch in Odessa, und plant, die ergrauten Eltern zu schockieren: Er wird Christ. Es gehört zum besten, was im vergangenen Jahr zu lesen war: Die Selbstverständlichkeit mit der Jabotinskys elegant-beiläufiges Erzählen Atmosphäre schafft und den Leser damit den schleichenden Übergang von der Heiterkeit der ersten Jahre bis zur tristen Dekadenz der liberalen Familie Milgrom miterleben lässt – in einer geschmeidigen Übersetzung. Indem der Erzähler an jedem der Geschwister Anteil nimmt, ihm die Milgroms durch die Kreuzung der persönlichen Schicksale mit den geschichtlichen Ereignissen aber immer wieder abhanden kommen, ergibt sich wie nebenher eine tiefgehende Spannung. Im Hintergrund wandelt sich Odessa, bis der Aufstand, den Eisenstein inPanzerkreuzer Potemkin verewigt hat, das Ende der alten Zeit anzeigt. Früher, sagt der Ich-Erzähler, der selbst emigriert ist, konnte er hier das ""schönste Lied der Menschheit hören"": ""hundert Sprachen"", und er hat gelernt, dass das eigene Heiligtum so wenig oder viel wert ist wie das der anderen.";;2013;3.0/2013/01/18/vladimir-jabotinsky-die-.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
194;1289;4263;618531;erzähler;c;n;;n;;n;;n;;n;augmented;Der Tod muss als Erzähler und Bestimmer entkräftet werden.;Als Künstler wie als Mensch. Davon sich zu befreien, gilt die ganze Nacherzählung. Der Tod muss als Erzähler und Bestimmer entkräftet werden. Dazu braucht und nutzt der Roman seinen Platz. Es mag mal eine Nebengeschichte zu viel oder eine Nebenfigur zu klischeehaft gezeichnet sein.;;2013;3.0/2013/09/27/Monika-Zeiner-Roman.xml.xml;;;;;;;;;;;;;;
195;759;117;623576;erzähler;b;b;100;n;;b;100;b;;n;;Realistisch mag die desillusionierte Menschenschilderung anmuten, psychologische Realistik hat die Darstellung der Todesangst – trotzdem ist Bierce ein ganz und gar phantastischer Erzähler.;Die Rationalisten werden von ihrem eigenen irrationalen Innern übermannt. Ich begreife nicht, wieso Edouard Roditi im Nachwort zur Insel-Ausgabe „Mein Lieblingsmord“ Bierce einen realistischen Erzähler nennen kann. Realistisch mag die desillusionierte Menschenschilderung anmuten, psychologische Realistik hat die Darstellung der Todesangst – trotzdem ist Bierce ein ganz und gar phantastischer Erzähler. Wenn auch besonders die Kriegsgeschichten auf Erfahrungen beruhen, ihre Erzähltechnik ist unrealistisch. Bierce steht durchaus in der Nachfolge der amerikanischen Romantik und ihrer Idee von der durchkonstruierten, der erfundenen Dichtung.;;1967;3.0/1967/03/10/der-boshafte-bittere-bie.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
196;1282;4304;623645;erzähler;c;n;;n;;n;;n;;n;augmented;Und zuletzt rafft es der Erzähler zusammen (oder kehrt er es zusammen?);"„Ansturm“ ist zu viel gesagt. Bei Härtling ist es ein rhythmischmelodisches Hereintreiben von Bildern, eher weich und schwebend; alles vollzieht sich in der Genauigkeit des Traums, verständlich, unverständlich; Streugut aus Bewußtsein und Unterbewußtsein. Und zuletzt rafft es der Erzähler zusammen (oder kehrt er es zusammen?) so, als fürchte er, dem Leser die Geschichte schuldig geblieben zu sein. Also, die Geschichte dennoch: Janek ist am 11.";;1967;3.0/1967/03/10/sturz-in-die-erinnerung..xml;;;;;;;;;;;;;;
197;755;118;623936;erzähler;b;b;100;n;;b;90;b;;n;;"Da Jens und Mayer durch Abwesenheit glänzten und Höllerer sehr zurückhaltend war, spielte die Berufskritik in der Pulvermühle eine verhältnismäßig kleine Rolle; die Erzähler und Lyriker machten es oft untereinander aus.";"aufs glücklichste, was wir in der deutschen Literatur unserer Tage meist nur getrennt finden: Weisheit mit Leichtigkeit, Reife mit Anmut, Trauer mit Heiserkeit. Die widerspruchsvolle und wenig überzeugende Reaktion auf die Prosa von Eich – aber auch auf die Lesungen von Lenz oder Becker – scheint mir typisch für die Arbeit der Kritik auf dieser Tagung zu sein. Da Jens und Mayer durch Abwesenheit glänzten und Höllerer sehr zurückhaltend war, spielte die Berufskritik in der Pulvermühle eine verhältnismäßig kleine Rolle; die Erzähler und Lyriker machten es oft untereinander aus. Akademische Exkurse blieben diesmal den Anwesenden erspart. Es wurde mehr gelobt und getadelt, gerühmt und verworfen als analysiert und interpretiert.";;1967;3.0/1967/10/20/politik-in-den-pausen.xm.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
198;754;119;624620;erzähler;b;b;100;n;;b;100;b;;n;;Als vor ein paar Jahren der Verlag Kiepenheuer & Witsch beschloß, dem amerikanischen Erzähler Jerome David Salinger, dessen (ohnehin knappes) Werk im Deutschen bis dahin nur in monströsen Verstümmelungen vorlag, die Chance eines neuen Starts zu geben, da war man dankbar und froh über diesen nur allzu berechtigten, aber für den Verleger auch kostspieligen Entschluß.;Als vor ein paar Jahren der Verlag Kiepenheuer & Witsch beschloß, dem amerikanischen Erzähler Jerome David Salinger, dessen (ohnehin knappes) Werk im Deutschen bis dahin nur in monströsen Verstümmelungen vorlag, die Chance eines neuen Starts zu geben, da war man dankbar und froh über diesen nur allzu berechtigten, aber für den Verleger auch kostspieligen Entschluß. Was wogen ein paar kleine Einwände, ein Seufzer über verpatzte Nuancen, angesichts der Tatsache, daß Heinrich Böll den „Fänger im Roggen“ neu übersetzt hatte, daß ein großer deutscher Verlag und ein großer deutscher Autor Geld und Mühe aufwandten, um einen großen amerikanischen Autor bei uns einzuführen? Heinrich Böll hat seit jenem Jahr 1962, inzwischen um seine Frau Annemarie bereichert, auch die anderen Werke Salingers übersetzt: „Franny und Zooey“, „Hebt den Dachbalken hoch, Zimmerleute, und Seymour wird vorgestellt“.;;1967;3.0/1967/02/24/die-kunst-einen-autor-zu.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
199;760;120;625018;erzähler;b;b;60;n;;b;80;b;;n;;Tragische Verwirrung stiftet vielmehr der kriminelle Unfug, den die geheimnisvolle Trägerin des „roten Schals“ treibt, eine Pandora, wie sie so berückend und so verrucht nur ein viktorianisches Gehirn ausspinnen konnte, und alle Erwartungen, die der Erzähler mit den bedeutungsträchtigen Alternativen: Schicksal oder Zufall, Verhängnis oder freier Wille am Simmern zu halten weiß, werden schmählich enttäuscht.;Man nähme es noch hin, daß die tragende Konstellation reichlich gesucht ist: Zwei junge Männer tragen den gleichen Namen, zwar ohne miteinander verwandt zu sein, aber doch auch nicht von ungefähr. Durch ein vorgeburtliches Schicksal aneinandergekettet, scheinen sie verflucht, die Schuld der Eltern aneinander zu rächen, aber das Verhängnis, das der Autor heraufzubeschwören nicht aufhört, kommt weder zum Ausbruch, noch wird es beschwichtigt. Tragische Verwirrung stiftet vielmehr der kriminelle Unfug, den die geheimnisvolle Trägerin des „roten Schals“ treibt, eine Pandora, wie sie so berückend und so verrucht nur ein viktorianisches Gehirn ausspinnen konnte, und alle Erwartungen, die der Erzähler mit den bedeutungsträchtigen Alternativen: Schicksal oder Zufall, Verhängnis oder freier Wille am Simmern zu halten weiß, werden schmählich enttäuscht. Es ist zu spät, den Autor zu fragen, ob ihm vielleicht, nachdem die ersten Lieferungen des Fortsetzungsromans schon erschienen waren, der Plan verrutscht ist. Es ist auch zu spät, ihn deshalb zur Rede zu stellen, daß er gegen die in der „Frau in Weiß“ so meisterhaft gehandhabte Spielregel verstoßen hat, sich nicht in die Karten sehen zu lassen.;;1967;3.0/1967/12/15/der-grossvater-des-detek.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
